Date,Adj Close,year,month,day
1996/4/4,655.859985,1996,4,4
1996/4/8,644.23999,1996,4,8
1996/4/9,642.190002,1996,4,9
1996/4/10,633.5,1996,4,10
1996/4/11,631.179993,1996,4,11
1996/4/12,636.710022,1996,4,12
1996/4/15,642.48999,1996,4,15
1996/4/16,645,1996,4,16
1996/4/17,641.609985,1996,4,17
1996/4/18,643.609985,1996,4,18
1996/4/19,645.070007,1996,4,19
1996/4/22,647.890015,1996,4,22
1996/4/23,651.580017,1996,4,23
1996/4/24,650.169983,1996,4,24
1996/4/25,652.869995,1996,4,25
1996/4/26,653.460022,1996,4,26
1996/4/29,654.159973,1996,4,29
1996/4/30,654.169983,1996,4,30
1996/5/1,654.580017,1996,5,1
1996/5/2,643.380005,1996,5,2
